title,assigned_category,url
An Efficient Pessimistic-Optimistic Algorithm for Stochastic Linear Bandits with General Constraints,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/ca460332316d6da84b08b9bcf39b687b-Abstract.html
Intermediate Layers Matter in Momentum Contrastive Self Supervised Learning,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c9f06258da6455f5bf50c5b9260efeff-Abstract.html
Multiwavelet-based Operator Learning for Differential Equations,Deep Learning->Theory,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c9e5c2b59d98488fe1070e744041ea0e-Abstract.html
On the Stochastic Stability of Deep Markov Models,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c9dd73f5cb96486f5e1e0680e841a550-Abstract.html
Fair Algorithms for Multi-Agent Multi-Armed Bandits,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c96ebeee051996333b6d70b2da6191b0-Abstract.html
Subgame solving without common knowledge,Theory->Game Theory,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c96c08f8bb7960e11a1239352a479053-Abstract.html
VAST: Value Function Factorization with Variable Agent Sub-Teams,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c97e7a5153badb6576d8939469f58336-Abstract.html
Snowflake: Scaling GNNs to high-dimensional continuous control via parameter freezing,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c952ce98517ac529c60744ac28364b03-Abstract.html
POODLE: Improving Few-shot Learning via Penalizing Out-of-Distribution Samples,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c91591a8d461c2869b9f535ded3e213e-Abstract.html
Densely connected normalizing flows,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c950cde9b3f83f41721788e3315a14a3-Abstract.html
Combinatorial Pure Exploration with Bottleneck Reward Function,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c92a10324374fac681719d63979d00fe-Abstract.html
Well-tuned Simple Nets Excel on Tabular Datasets,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c902b497eb972281fb5b4e206db38ee6-Abstract.html
CoFiNet: Reliable Coarse-to-fine Correspondences for Robust PointCloud Registration,Datasets and Benchmarks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c85b2ea9a678e74fdc8bafe5d0707c31-Abstract.html
"LLC: Accurate, Multi-purpose Learnt Low-dimensional Binary Codes",Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c88d8d0a6097754525e02c2246d8d27f-Abstract.html
Analytic Insights into Structure and Rank of Neural Network Hessian Maps,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c900ced7451da79502d29aa37ebb7b60-Abstract.html
Partial success in closing the gap between human and machine vision,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c8877cff22082a16395a57e97232bb6f-Abstract.html
Small random initialization is akin to spectral learning: Optimization and generalization guarantees for overparameterized low-rank matrix reconstruction,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c82836ed448c41094025b4a872c5341e-Abstract.html
Particle Cloud Generation with Message Passing Generative Adversarial Networks,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c8512d142a2d849725f31a9a7a361ab9-Abstract.html
Efficient Combination of Rematerialization and Offloading for Training DNNs,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c8461bf13fca8a2b9912ab2eb1668e4b-Abstract.html
Efficient Training of Visual Transformers with Small Datasets,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c81e155d85dae5430a8cee6f2242e82c-Abstract.html
MIRACLE: Causally-Aware Imputation via Learning Missing Data Mechanisms,Causality,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c80bcf42c220b8f5c41f85344242f1b0-Abstract.html
Bias and variance of the Bayesian-mean decoder,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c7c3e78e3c9d26cc1158a8735d548eaa-Abstract.html
Learning Riemannian metric for disease progression modeling,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c7b90b0fc23725f299b47c5224e6ec0d-Abstract.html
Be Confident! Towards Trustworthy Graph Neural Networks via Confidence Calibration,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c7a9f13a6c0940277d46706c7ca32601-Abstract.html
Optimal Sketching for Trace Estimation,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c77bfda61a0204d445185053e6a9a8fe-Abstract.html
Adaptive Denoising via GainTuning,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c7558e9d1f956b016d1fdba7ea132378-Abstract.html
Estimating Multi-cause Treatment Effects via Single-cause Perturbation,Causality,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c793b3be8f18731f2a4c627fb3c6c63d-Abstract.html
Off-Policy Risk Assessment in Contextual Bandits,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c7502c55f8db540625b59d9a42638520-Abstract.html
Tracking People with 3D Representations,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c74c4bf0dad9cbae3d80faa054b7d8ca-Abstract.html
Mixability made efficient: Fast online multiclass logistic regression,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c74214a3877c4d8297ac96217d5189b7-Abstract.html
Learning State Representations from Random Deep Action-conditional Predictions,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c71df24045cfddab4a963d3ac9bdc9a3-Abstract.html
Adaptive Risk Minimization: Learning to Adapt to Domain Shift,Theory->Domain Adaptation and Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c705112d1ec18b97acac7e2d63973424-Abstract.html
Spatio-Temporal Variational Gaussian Processes,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c6b8c8d762da15fa8dbbdfb6baf9e260-Abstract.html
Fast Approximate Dynamic Programming for Infinite-Horizon Markov Decision Processes,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c6f798b844366ccd65d99bc7f31e0e02-Abstract.html
MERLOT: Multimodal Neural Script Knowledge Models,Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c6d4eb15f1e84a36eff58eca3627c82e-Abstract.html
A Hierarchical Reinforcement Learning Based Optimization Framework for Large-scale Dynamic Pickup and Delivery Problems,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c6a01432c8138d46ba39957a8250e027-Abstract.html
Probabilistic Transformer For Time Series Analysis,Time Series,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c68bd9055776bf38d8fc43c0ed283678-Abstract.html
Fast rates for prediction with limited expert advice,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c688defd45ad6638febd469adb09ddf7-Abstract.html
Robust and Decomposable Average Precision for Image Retrieval,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c622c085c04eadc473f08541b255320e-Abstract.html
Sampling  with Trusthworthy Constraints:  A Variational Gradient Framework,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c61aed648da48aa3893fb3eaadd88a7f-Abstract.html
Multi-Label Learning with Pairwise Relevance Ordering,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c5d215777c229704a7862de577d40a73-Abstract.html
Slice Sampling Reparameterization Gradients,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c5c3d4fe6b2cc463c7d7ecba17cc9de7-Abstract.html
Towards a Theoretical Framework of Out-of-Distribution Generalization,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c5c1cb0bebd56ae38817b251ad72bedb-Abstract.html
Rebooting ACGAN: Auxiliary Classifier GANs with Stable Training,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c5ab6cebaca97f7171139e4d414ff5a6-Abstract.html
Learning Semantic Representations to Verify Hardware Designs,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c5aa65949d20f6b20e1a922c13d974e7-Abstract.html
On the Equivalence between Neural Network and Support Vector Machine,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c559da2ba967eb820766939a658022c8-Abstract.html
Interpolation can hurt robust generalization even when there is no noise,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c4f2c88e16a579900657c18726641c81-Abstract.html
Black Box Probabilistic Numerics,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c4de8ced6214345614d33fb0b16a8acd-Abstract.html
Differentiable Spike: Rethinking Gradient-Descent for Training Spiking Neural Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c4ca4238a0b923820dcc509a6f75849b-Abstract.html
Probabilistic Entity Representation Model for Reasoning over Knowledge Graphs,Language->Knowledge,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c4d2ce3f3ebb5393a77c33c0cd95dc93-Abstract.html
Active Learning of Convex Halfspaces on Graphs,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c4bf1e24f3e6f92ca9dfd9a7a1a1049c-Abstract.html
Neuron with Steady Response Leads to Better Generalization,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/848784373188ddf641079524e89e0ac9-Abstract-Conference.html
Ordered Subgraph Aggregation Networks,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8471dc3f5180df17e2fa84f106f1ee8e-Abstract-Conference.html
Generalizing Bayesian Optimization with Decision-theoretic Entropies,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8451a20c5a7e0ee5671dda28f7daf7f3-Abstract-Conference.html
CAESAR: An Embodied Simulator for Generating Multimodal Referring Expression Datasets,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2022/hash/844f722dbbcb27933ff5baf58a1f00c8-Abstract-Datasets_and_Benchmarks.html
Discrete-Convex-Analysis-Based Framework for Warm-Starting Algorithms with Predictions,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/844e61124d9e1f58632bf0c8968ad728-Abstract-Conference.html
Pessimism for Offline Linear Contextual Bandits using $\ell_p$ Confidence Sets,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8443219a991f068c34d9491ad68ffa94-Abstract-Conference.html
On the Statistical Efficiency of Reward-Free Exploration in Non-Linear RL,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8433bb4f7477bf8202614ce1ae8b1169-Abstract-Conference.html
Task-level Differentially Private Meta Learning,Privacy,https://proceedings.neurips.cc/paper_files/paper/2022/hash/842b82470c93a6c72284a3e83bdaced5-Abstract-Conference.html
Diversity vs. Recognizability: Human-like generalization in one-shot generative models,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8402cf3031d649066ada24514739f0dd-Abstract-Conference.html
Gradient Methods Provably Converge to Non-Robust Networks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/83e6913572ba09b0ab53c64c016c7d1a-Abstract-Conference.html
Losses Can Be Blessings: Routing Self-Supervised Speech Representations Towards Efficient Multilingual and Multitask Speech Processing,Language->Speech,https://proceedings.neurips.cc/paper_files/paper/2022/hash/83d349b6eb8125588b5f091e2d47525c-Abstract-Conference.html
SAPA: Similarity-Aware Point Affiliation for Feature Upsampling,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/83ccb398f3ce9c4d137011f36a03c7d4-Abstract-Conference.html
A Fourier Approach to Mixture Learning,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8353c5035fe18b4fadd350228b4e0688-Abstract-Conference.html
Bayesian inference via sparse Hamiltonian flows,Probabilistic Methods->Variational Inference,https://proceedings.neurips.cc/paper_files/paper/2022/hash/83b17fb3369b1effa97ca5409526b02e-Abstract-Conference.html
Biological Learning of Irreducible Representations of Commuting Transformations,Deep Learning->Autoencoders,https://proceedings.neurips.cc/paper_files/paper/2022/hash/834f4c0b8d241b4943a9dcb77fd85675-Abstract-Conference.html
MetaTeacher: Coordinating Multi-Model Domain Adaptation for Medical Image Classification,Theory->Domain Adaptation and Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8313b1920ee9c78d846c5798c1ce48be-Abstract-Conference.html
Structured Energy Network As a Loss,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/83ae75c127e2a3ea3315379020f8c19f-Abstract-Conference.html
Symplectic Spectrum Gaussian Processes: Learning Hamiltonians from Noisy and Sparse Data,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82f05a105c928c10706213952bf0c8b7-Abstract-Conference.html
Multiclass Learnability Beyond the PAC Framework: Universal Rates and Partial Concept Classes,Theory->Everything Else,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82f0dae85424eb743017c90380e7ab9b-Abstract-Conference.html
Boosting Out-of-distribution Detection with Typical Features,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82b0c1b954b6ef9f3cfb664a82b201bb-Abstract-Conference.html
Invariant and Transportable Representations for Anti-Causal Domain Shifts,Theory->Domain Adaptation and Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82e330c1b962ee1e6adb60d01f695366-Abstract-Conference.html
Dynamic Learning in Large Matching Markets,Theory->Reinforcement Learning and Planning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82d3258eb58ceac31744a88005b7ddef-Abstract-Conference.html
Online Training Through Time for Spiking Neural Networks,Deep Learning->Theory,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82846e19e6d42ebfd4ace4361def29ae-Abstract-Conference.html
SCONE: Surface Coverage Optimization in Unknown Environments by Volumetric Integration,Robotics,https://proceedings.neurips.cc/paper_files/paper/2022/hash/828c6d69bdf91fca7f2b97c4dc214e94-Abstract-Conference.html
Model-Based Imitation Learning for Urban Driving,Robotics,https://proceedings.neurips.cc/paper_files/paper/2022/hash/827cb489449ea216e4a257c47e407d18-Abstract-Conference.html
Additive MIL: Intrinsically Interpretable Multiple Instance Learning for Pathology,Interpretability,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82764461a05e933cc2fd9d312e107d12-Abstract-Conference.html
WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2022/hash/82ad13ec01f9fe44c01cb91814fd7b8c-Abstract-Conference.html
SPD: Synergy Pattern Diversifying Oriented Unsupervised Multi-agent Reinforcement Learning,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2022/hash/825341ab91db01bf063add41ac022702-Abstract-Conference.html
Evaluated CMI Bounds for Meta Learning: Tightness and Expressiveness,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2022/hash/824c9b06e0b21b2a8bb74fcc8a558be4-Abstract-Conference.html
Self-Aware Personalized Federated Learning,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8265d7bb2db42e86637001db2c46619f-Abstract-Conference.html
Graph Neural Networks are Dynamic Programmers,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8248b1ded388fcdbbd121bcdfea3068c-Abstract-Conference.html
Finding Optimal Arms in Non-stochastic Combinatorial Bandits with Semi-bandit Feedback and Finite Budget,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/820e95997d050178323230e316897c38-Abstract-Conference.html
Exploiting the Relationship Between Kendall's Rank Correlation and Cosine Similarity for Attribution Protection,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/81cca94f16f20d5548c76c3344b27dea-Abstract-Conference.html
Wavelet Feature Maps Compression for Image-to-Image CNNs,Deep Learning->Autoencoders,https://proceedings.neurips.cc/paper_files/paper/2022/hash/81f19c0e9f3e06c831630ab6662fd8ea-Abstract-Conference.html
Biologically plausible solutions for spiking networks with efficient coding,"Neuroscience, Cognitive Science",https://proceedings.neurips.cc/paper_files/paper/2022/hash/820c61a0cd419163ccbd2c33b268816e-Abstract-Conference.html
On the Robustness of Deep Clustering Models: Adversarial Attacks and Defenses,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/81b8390039b7302c909cb769f8b6cd93-Abstract-Conference.html
I2Q: A Fully Decentralized Q-Learning Algorithm,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8078e8c3055303a884ffae2d3ea00338-Abstract-Conference.html
Language Conditioned Spatial Relation Reasoning for 3D Object Grounding,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/819aaee144cb40e887a4aa9e781b1547-Abstract-Conference.html
Planning to the Information Horizon of BAMDPs via Epistemic State Abstraction,Reinforcement Learning->Planning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/80b7bec60081f95d900973509744a306-Abstract-Conference.html
Constrained Langevin Algorithms with L-mixing External Random Variables,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/811d35e47edbb191c19151f3c5f80f53-Abstract-Conference.html
Data Augmentation for Compositional Data: Advancing Predictive Models of the Microbiome,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/81a28be483155f802ddef448d6fc4b57-Abstract-Conference.html
AutoST: Towards the Universal Modeling of Spatio-temporal Sequences,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/80d46bb66ea003f4b29fa6013905d50a-Abstract-Conference.html
MVP-N: A Dataset and Benchmark for Real-World Multi-View Object Classification,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/819b8452be7d6af1351d4c4f9cbdbd9b-Abstract-Datasets_and_Benchmarks.html
CLOOB: Modern Hopfield Networks with InfoLOOB Outperform CLIP,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/8078e76f913e31b8467e85b4c0f0d22b-Abstract-Conference.html
Spectrum Random Masking for Generalization in Image-based Reinforcement Learning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2022/hash/802a4350ca4fced76b13b8b320af1543-Abstract-Conference.html
Contrastive Graph Structure Learning via Information Bottleneck for Recommendation,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/803b9c4a8e4784072fdd791c54d614e2-Abstract-Conference.html
Pyramid Attention For Source Code Summarization,Language->Generation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/803cb038c7df56122e55a06c2856938f-Abstract-Conference.html
SparCL: Sparse Continual Learning on the Edge,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",https://proceedings.neurips.cc/paper_files/paper/2022/hash/80133d0f6eccaace15508f91e3c5a93c-Abstract-Conference.html
SIREN: Shaping Representations for Detecting Out-of-Distribution Objects,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/804dbf8d3b8eee1ef875c6857efc64eb-Abstract-Conference.html
Chroma-VAE: Mitigating Shortcut Learning with Generative Classifiers,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2022/hash/80098914b3b3bad79b80377751a85430-Abstract-Conference.html
Adaptively Exploiting d-Separators with Causal Bandits,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/801ec05b0aae9fcd2ef35c168bd538e0-Abstract-Conference.html
Optimal and Adaptive Monteiro-Svaiter Acceleration,Optimization->Zero-order and Black-box Optimization,https://proceedings.neurips.cc/paper_files/paper/2022/hash/7ff97417474268e6b5a38bcbfae04944-Abstract-Conference.html
Non-Stationary Bandits under Recharging Payoffs: Improved Planning with Sublinear Regret,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/7fccdff3f1457cb7b846596c76c23abd-Abstract-Conference.html
Versatile Multi-stage Graph Neural Network for Circuit Representation,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/7fa548155f40c014372146be387c4f6a-Abstract-Conference.html
Instability and Local Minima in GAN Training with Kernel Discriminators,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2022/hash/7f9a44cb707ede42a659ad85d940dd55-Abstract-Conference.html
The Flip Side of the Reweighted Coin: Duality of Adaptive Dropout and Regularization,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c4b8bb990423f770dd7f26ff79168416-Abstract.html
How Modular should Neural Module Networks Be for Systematic Generalization?,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c467978aaae44a0e8054e174bc0da4bb-Abstract.html
A Unified Hard-Constraint Framework for Solving Geometrically Complex PDEs,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2022/hash/7f970edb14104b81e70e3b03e1f5214f-Abstract-Conference.html
Contrast and Mix: Temporal Contrastive Video Domain Adaptation with Background Mixing,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c47e93742387750baba2e238558fa12d-Abstract.html
Editing a classifier by rewriting its prediction rules,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c46489a2d5a9a9ecfc53b17610926ddd-Abstract.html
Representer Point Selection via Local Jacobian Expansion for Post-hoc Classifier Explanation of Deep Neural Networks and Ensemble Models,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c460dc0f18fc309ac07306a4a55d2fd6-Abstract.html
Recurrent Submodular Welfare and Matroid Blocking Semi-Bandits,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c44bebb973e14fe539676e0e9155b121-Abstract.html
Intriguing Properties of Vision Transformers,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c404a5adbf90e09631678b13b05d9d7a-Abstract.html
Unbalanced Optimal Transport through Non-negative Penalized Linear Regression,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c3c617a9b80b3ae1ebd868b0017cc349-Abstract.html
The Difficulty of Passive Learning in Deep Reinforcement Learning,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c3e0c62ee91db8dc7382bde7419bb573-Abstract.html
Adaptive Diffusion in Graph Neural Networks,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c42af2fa7356818e0389593714f59b52-Abstract.html
PartialFed: Cross-Domain Personalized Federated Learning via Partial Initialization,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c429429bf1f2af051f2021dc92a8ebea-Abstract.html
Probabilistic Margins for Instance Reweighting in Adversarial Training,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c3a690be93aa602ee2dc0ccab5b7b67e-Abstract.html
Fair Sparse Regression with Clustering: An Invex Relaxation for a Combinatorial Problem,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c39b9a47811f1eaf3244a63ae8c22734-Abstract.html
Meta-learning to Improve Pre-training,Optimization->Learning for Optimization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c3810d4a9513b028fc0f2a83cb6d7b50-Abstract.html
Change Point Detection via Multivariate Singular Spectrum Analysis,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c348616cd8a86ee661c7c98800678fad-Abstract.html
Closing the loop in medical decision support by understanding clinical decision-making: A case study on organ transplantation,Interpretability,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c344336196d5ec19bd54fd14befdde87-Abstract.html
Identity testing for Mallows model,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c315f0320b7cd4ec85756fac52d78076-Abstract.html
Bandits with Knapsacks beyond the Worst Case,Optimization->Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c3395dd46c34fa7fd8d729d8cf88b7a8-Abstract.html
Learning to Compose Visual Relations,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c3008b2c6f5370b744850a98a95b73ad-Abstract.html
A mechanistic multi-area recurrent network model of decision-making,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2f599841f21aaefeeabd2a60ef7bfe8-Abstract.html
Active Assessment of Prediction Services as Accuracy Surface Over Attribute Combinations,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2f32522a84d5e6357e6abac087f1b0b-Abstract.html
Minibatch and Momentum Model-based Methods for Stochastic Weakly Convex Optimization,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2c701fe341a7756ca7fd4eaa83ff63f-Abstract.html
COCO-LM: Correcting and Contrasting Text Sequences for Language Model Pretraining,Language->Factuality,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2c2a04512b35d13102459f8784f1a2d-Abstract.html
XDO: A Double Oracle Algorithm for Extensive-Form Games,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2e06e9a80370952f6ec5463c77cbace-Abstract.html
"PLUR: A Unifying, Graph-Based View of Program Learning, Understanding, and Repair",Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2937f3a1b3a177d2408574da0245a19-Abstract.html
Optimal Policies Tend To Seek Power,Theory->Reinforcement Learning and Planning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c26820b8a4c1b3c2aa868d6d57e14a79-Abstract.html
Catalytic Role Of Noise And Necessity Of Inductive Biases In The Emergence Of Compositional Communication,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2839bed26321da8b466c80a032e4714-Abstract.html
RMIX: Learning Risk-Sensitive Policies for Cooperative Reinforcement Learning Agents,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2626d850c80ea07e7511bbae4c76f4b-Abstract.html
A Note on Sparse Generalized Eigenvalue Problem,Optimization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c2368d3d45705a56e51ec5940e187f8d-Abstract.html
NN-Baker: A Neural-network Infused Algorithmic Framework for Optimization Problems on Geometric Intersection Graphs,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c236337b043acf93c7df397fdb9082b3-Abstract.html
Sample-Efficient Reinforcement Learning for Linearly-Parameterized MDPs with a Generative Model,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/c21f4ce780c5c9d774f79841b81fdc6d-Abstract.html
