title,url,category,x,y,z
Learning Consistency-Aware Unsigned Distance Functions Progressively from Raw Point Clouds,https://proceedings.neurips.cc/paper_files/paper/2022/hash/68d88dcd1e1917c74993902073f08e40-Abstract-Conference.html,Deep Learning->Algorithms,-39.184418,5.508577,-1.1374463
Multi-Agent Reinforcement Learning is a Sequence Modeling Problem,https://proceedings.neurips.cc/paper_files/paper/2022/hash/69413f87e5a34897cd010ca698097d0a-Abstract-Conference.html,Reinforcement Learning->Multi-agent,4.772056,-25.868895,-17.641384
Non-stationary Bandits with Knapsacks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/69469da823348084ca8933368ecbf676-Abstract-Conference.html,Optimization->Non-Convex,28.690056,-10.640809,4.860022
Robust Testing in High-Dimensional Sparse Models,https://proceedings.neurips.cc/paper_files/paper/2022/hash/689cffc97600f9deb8374fc8fa918b8e-Abstract-Conference.html,Optimization->Non-Convex,17.59745,18.49015,1.4445829
Discovered Policy Optimisation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/688c7a82e31653e7c256c6c29fd3b438-Abstract-Conference.html,Reinforcement Learning->Batch Offline,6.332509,-18.120787,-5.3094277
Optimistic Mirror Descent Either Converges to Nash or to Strong Coarse Correlated Equilibria in Bimatrix Games,https://proceedings.neurips.cc/paper_files/paper/2022/hash/685d249ad59836727be209032f082bd7-Abstract-Conference.html,Reinforcement Learning->Function Approximation,27.623943,-20.303282,-6.679574
Self-Supervised Visual Representation Learning with Semantic Grouping,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6818dcc65fdf3cbd4b05770fb957803e-Abstract-Conference.html,Deep Learning->Representation Learning,-20.201944,-6.1737647,8.45767
On the Identifiability of Nonlinear ICA: Sparsity and Beyond,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6801fa3fd290229efc490ee0cf1c5687-Abstract-Conference.html,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,6.9422398,-4.8664126,-10.068374
On global convergence of ResNets: From finite to infinite width using linear parameterization,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67ea314d1df751bbf99ab664ae3049a5-Abstract-Conference.html,Learning Theory,2.2905896,14.259697,4.0207167
Learning Enhanced Representation for Tabular Data via Neighborhood Propagation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67e79c8e9b11f068a7cafd79505175c0-Abstract-Conference.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-20.201729,-4.741363,23.126654
Spherization Layer: Representation Using Only Angles,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67f30132d98e758f7b4e28c36091d86e-Abstract-Conference.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-6.8921576,9.16562,-6.2071614
Locally Hierarchical Auto-Regressive Modeling for Image Generation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67d60c2694f4fecd18fa04d1fa8c0a5c-Abstract-Conference.html,Generative Models,-23.448843,7.423401,-7.860864
FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67d57c32e20fd0a7a302cb81d36e40d5-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-8.638293,-12.685137,-9.313254
Controllable 3D Face Synthesis with Conditional Generative Occupancy Fields,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67b0e7c7c2a5780aeefe3b79caac106e-Abstract-Conference.html,Generative Models->New Approaches,-34.503742,-1.6546916,-9.56056
On the Interpretability of Regularisation for Neural Networks Through Model Gradient Similarity,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67b0579a7298d9cf39c59404d867bdd7-Abstract-Conference.html,Deep Learning->Robustness,-4.3881307,10.366888,2.7072523
Revisiting Non-Parametric Matching Cost Volumes for  Robust and Generalizable Stereo Matching,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6794f555524c9069e26970a408d353cc-Abstract-Conference.html,Deep Learning->Robustness,-31.788797,5.2338715,6.822564
Active Bayesian Causal Inference,https://proceedings.neurips.cc/paper_files/paper/2022/hash/675e371eeeea99551ce47797ed6ed33e-Abstract-Conference.html,Probabilistic Methods->Bayesian Models and Methods,12.65877,-9.845138,0.50204474
Understanding and Improving Robustness of Vision Transformers through Patch-based Negative Augmentation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67662aa16456e0df65ab001136f92fd0-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-16.795683,-2.7382696,1.6801314
LogiGAN: Learning Logical Reasoning via Adversarial Pre-training,https://proceedings.neurips.cc/paper_files/paper/2022/hash/677ccf45da6d04ac8e76600821bd05ce-Abstract-Conference.html,Generative Models->Reasoning,-14.743762,-34.47404,4.202134
Pipeline Combinators for Gradual AutoML,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a3b36cb25e2e0b93b5f334ffb4e4064e-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-4.640398,-31.08467,14.163858
Formalizing Generalization and Adversarial Robustness of Neural Networks to Weight Perturbations,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a3ab4ff8fa4deed2e3bae3a5077675f0-Abstract.html,Deep Learning->Robustness,-13.781504,19.293203,5.2992363
Fast and Memory Efficient Differentially Private-SGD via JL Projections,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a3842ed7b3d0fe3ac263bcabd2999790-Abstract.html,Privacy,15.448996,20.951601,14.957038
Decoupling the Depth and Scope of Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a378383b89e6719e15cd1aa45478627c-Abstract.html,Graph Neural Networks,-7.320847,35.101997,2.8759806
Referring Transformer: A One-step Approach to Multi-task Visual Grounding,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a376802c0811f1b9088828288eb0d3f0-Abstract.html,Deep Learning->Attention Mechanisms,-17.940386,-17.453844,5.0706034
Particle Dual Averaging: Optimization of Mean Field Neural Network with Global Convergence Rate Analysis,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a34e1ddbb4d329167f50992ba59fe45a-Abstract.html,Learning Theory,3.9298875,13.222853,4.659802
Only Train Once: A One-Shot Neural Network Training And Pruning Framework,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a376033f78e144f494bfc743c0be3330-Abstract.html,Deep Learning->Robustness,-15.451144,9.033101,11.226695
Learning Tree Interpretation from Object Representation for Deep Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a35fe7f7fe8217b4369a0af4244d1fca-Abstract.html,Reinforcement Learning->Deep RL,0.4097252,-23.75632,-8.993752
Space-time Mixing Attention for Video Transformer,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a34bacf839b923770b2c360eefa26748-Abstract.html,Deep Learning->Attention Mechanisms,-29.45089,-13.49073,-2.202601
Directed Graph Contrastive Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a3048e47310d6efaa4b1eaf55227bc92-Abstract.html,Graph Neural Networks,2.7164154,35.113194,4.040102
Grounding inductive biases in natural images: invariance stems from variations in data,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a2fe8c05877ec786290dd1450c3385cd-Abstract.html,Deep Learning->Attention Mechanisms,-14.633122,11.234902,-2.9974463
Multi-Armed Bandits with Bounded Arm-Memory: Near-Optimal Guarantees for Best-Arm Identification and Regret Minimization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a2f04745390fd6897d09772b2cd1f581-Abstract.html,Reinforcement Learning->Function Approximation,30.196653,-18.554482,6.8931723
Fast Axiomatic Attribution for Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a284df1155ec3e67286080500df36a9a-Abstract.html,Deep Learning->Robustness,-25.887644,19.084778,4.884222
Compressive Visual Representations,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a29a5ba2cb7bdeabba22de8c83321b46-Abstract.html,Deep Learning->Attention Mechanisms,-19.633741,0.5081825,24.034101
OSOA: One-Shot Online Adaptation of Deep Generative Models for Lossless Compression,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a2915ad0d57ca8c644f99f9c3f20a918-Abstract.html,Generative Models,-20.21586,11.076008,-3.500494
How to transfer algorithmic reasoning knowledge to learn new algorithms?,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a2802cade04644083dcde1c8c483ed9a-Abstract.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",-12.309279,-26.407364,7.694846
Rethinking conditional GAN training: An approach using geometrically structured latent manifolds,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a267f936e54d7c10a2bb70dbe6ad7a89-Abstract.html,Generative Models,-20.075972,5.970467,-12.409172
Tracking Without Re-recognition in Humans and Machines,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a2557a7b2e94197ff767970b67041697-Abstract.html,Deep Learning->Attention Mechanisms,-31.16423,-11.749445,6.9327784
Stochastic bandits with groups of similar arms.,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a22c0238589078fb10b606ab62015744-Abstract.html,Optimization->Optimization and Learning under Uncertainty,28.668629,-12.918395,6.524582
Adversarial Teacher-Student Representation Learning for Domain Generalization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a2137a2ae8e39b5002a3f8909ecb88fe-Abstract.html,Deep Learning->Robustness,-13.101783,-9.954186,21.174597
Towards Open-World Feature Extrapolation: An Inductive Graph Learning Approach,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a1c5aff9679455a233086e26b72b9a06-Abstract.html,Data-centric AI->Data augmentation,-5.679983,29.690502,-0.74739575
REMIPS: Physically Consistent 3D Reconstruction of Multiple Interacting People under Weak Supervision,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a1a2c3fed88e9b3ba5bc3625c074a04e-Abstract.html,Deep Learning->Attention Mechanisms,-37.522606,-3.029541,-3.504183
Optimal Underdamped Langevin MCMC Method,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a18aa23ee676d7f5ffb34cf16df3e08c-Abstract.html,Optimization->Optimization and Learning under Uncertainty,13.299167,7.7763968,11.097851
Scheduling jobs with stochastic holding costs,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a19744e268754fb0148b017647355b7b-Abstract.html,"Optimization->Large Scale, Parallel and Distributed",36.464832,-6.9948606,-1.2653502
PSD Representations for Effective Probability Models,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a1b63b36ba67b15d2f47da55cdb8018d-Abstract.html,Theory->Probabilistic Methods,13.993147,7.261302,0.6904351
Differentiable Annealed Importance Sampling and the Perils of Gradient Noise,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a1a609f1ac109d0be28d8ae112db1bbb-Abstract.html,Probabilistic Methods->Monte Carlo and Sampling Methods,6.8704033,4.0496464,7.6936502
Exploiting a Zoo of Checkpoints for Unseen Tasks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a1c3ae6c49a89d92aef2d423dadb477f-Abstract.html,Language,-11.97866,-17.828802,5.9604454
ViSER: Video-Specific Surface Embeddings for Articulated 3D Shape Reconstruction,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a11f9e533f28593768ebf87075ab34f2-Abstract.html,Computer Vision->Video Understanding,-36.398113,-2.036577,-2.6495392
Understanding the Effect of Stochasticity in Policy Optimization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a12f69495f41bb3b637ba1b6238884d6-Abstract.html,Reinforcement Learning->Function Approximation,16.617168,-11.806057,-7.0157003
Fine-Grained Zero-Shot Learning with DNA as Side Information,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a18630ab1c3b9f14454cf70dc7114834-Abstract.html,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,-18.282187,-10.65731,14.745239
Scalable Diverse Model Selection for Accessible Transfer Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a1140a3d0df1c81e24ae954d935e8926-Abstract.html,Deep Learning->Algorithms,-8.705266,-12.21502,20.372843
Finding Optimal Tangent Points for Reducing Distortions of Hard-label Attacks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a113c1ecd3cace2237256f4c712f61b5-Abstract.html,Deep Learning->Robustness,-20.204716,26.186152,10.325449
Light Field Networks: Neural Scene Representations with Single-Evaluation Rendering,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a11ce019e96a4c60832eadd755a17a58-Abstract.html,Graph Neural Networks,-32.561947,7.246545,-2.6069343
Risk Minimization from Adaptively Collected Data: Guarantees for Supervised and Policy Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a0ae15571eb4a97ac1c34a114f1bb179-Abstract.html,Reinforcement Learning->Function Approximation,23.29794,-6.438431,3.9169328
Bayesian Optimization with High-Dimensional Outputs,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a0d3973ad100ad83a64c304bb58677dd-Abstract.html,Probabilistic Methods->Monte Carlo and Sampling Methods,9.619889,-14.148518,16.46577
Separation Results between Fixed-Kernel and Feature-Learning Probability Metrics,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a081c174f5913958ba8c6443bacffcb9-Abstract.html,Theory->Everything Else,2.5909588,23.515408,9.342116
Conservative Offline Distributional Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a05d886123a54de3ca4b0985b718fb9b-Abstract.html,Reinforcement Learning->Batch Offline,11.856489,-25.118084,4.7369328
Training for the Future: A Simple Gradient Interpolation Loss to Generalize Along Time,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a02ef8389f6d40f84b50504613117f88-Abstract.html,Deep Learning->Robustness,2.3488665,3.3811686,-26.014685
Leveraging Distribution Alignment via Stein Path for Cross-Domain Cold-Start Recommendation,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a0443c8c8c3372d662e9173c18faaa2c-Abstract.html,Datasets and Benchmarks,20.270878,-9.368419,19.383776
"Federated Hyperparameter Tuning: Challenges, Baselines, and Connections to Weight-Sharing",https://proceedings.neurips.cc/paper_files/paper/2021/hash/a0205b87490c847182672e8d371e9948-Abstract.html,Deep Learning->Algorithms,4.1683292,-14.171451,20.073214
Agent Modelling under Partial Observability for Deep Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a03caec56cd82478bf197475b48c05f9-Abstract.html,Reinforcement Learning->Deep RL,14.559431,-28.416702,-12.220651
ConE: Cone Embeddings for Multi-Hop Reasoning over Knowledge Graphs,https://proceedings.neurips.cc/paper_files/paper/2021/hash/a0160709701140704575d499c997b6ca-Abstract.html,Language->Knowledge,-12.839298,-33.091717,-11.453312
Container: Context Aggregation Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9fe77ac7060e716f2d42631d156825c0-Abstract.html,Deep Learning->Attention Mechanisms,-17.610443,0.72301644,3.272948
Bridging the Imitation Gap by Adaptive Insubordination,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9fc664916bce863561527f06a96f5ff3-Abstract.html,Reinforcement Learning->Function Approximation,4.9767766,-31.248058,1.8967637
Adversarial Robustness with Non-uniform Perturbations,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9fd98f856d3ca2086168f264a117ed7c-Abstract.html,Deep Learning->Robustness,-16.92325,22.572348,5.6508284
Tighter Expected Generalization Error Bounds via Wasserstein Distance,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f975093da0252e2c0ae181d74c90dc6-Abstract.html,Learning Theory,13.204545,14.017943,12.43005
Unifying Width-Reduced Methods for Quasi-Self-Concordant Optimization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f9e8cba3700df6a947a8cf91035ab84-Abstract.html,Optimization->Non-Convex,23.710478,16.855618,-2.7377691
Stochastic Gradient Descent-Ascent and Consensus Optimization for Smooth Games: Convergence Analysis under Expected Co-coercivity,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f96f36b7aae3b1ff847c26ac94c604e-Abstract.html,Optimization->Non-Convex,31.579605,7.687794,1.669243
Support Recovery of Sparse Signals from a Mixture of Linear Measurements,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f8785c7f9b578bec2c09e616568d270-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,10.506453,22.219427,4.2003016
Adapting to function difficulty and growth conditions in private optimization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f820adf84bf8a1c259f464ba89ea11f-Abstract.html,Optimization->Convex,21.530287,16.596317,12.937962
Adaptive First-Order Methods Revisited: Convex Minimization without Lipschitz Requirements,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f16b57bdd4400066a83cd8eaa151c41-Abstract.html,Optimization->Zero-order and Black-box Optimization,35.60929,12.9222145,0.9328872
Functional Regularization for Reinforcement Learning via Learned Fourier Features,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9f0609b9d45dd55bed75f892cf095fcf-Abstract.html,Reinforcement Learning->Deep RL,2.7815003,-18.105703,-11.799725
Agnostic Reinforcement Learning with Low-Rank MDPs and Rich Observations,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9eed867b73ab1eab60583c9d4a789b1b-Abstract.html,Reinforcement Learning->Function Approximation,18.756512,-20.175634,-2.770094
Strategic Behavior is Bliss: Iterative Voting Improves Social Welfare,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9edcc1391c208ba0b503fe9a22574251-Abstract.html,Theory->Game Theory,35.892014,-5.865145,-10.746634
Metropolis-Hastings Data Augmentation for Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9e7ba617ad9e69b39bd0c29335b79629-Abstract.html,Graph Neural Networks,-0.6617412,30.504847,1.7799497
Neural Program Generation Modulo Static Analysis,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9e1a36515d6704d7eb7a30d783400e5d-Abstract.html,Language->Generation,-3.6358826,-32.24524,6.7145195
Unfolding Taylor's Approximations for Image Restoration,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9e3cfc48eccf81a0d57663e129aef3cb-Abstract.html,Generative Models->In Context Learning,-28.087444,15.841647,-5.0189037
Label-Imbalanced and Group-Sensitive Classification under Overparameterization,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9dfcf16f0adbc5e2a55ef02db36bac7f-Abstract.html,Optimization->Non-Convex,-3.9904037,0.9993975,17.477262
SOPE: Spectrum of Off-Policy Estimators,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9dd16e049becf4d5087c90a83fea403b-Abstract.html,Reinforcement Learning->Batch Offline,14.968313,-18.052618,7.1837077
Backdoor Attack with Imperceptible Input and Latent Modification,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d99197e2ebf03fc388d09f1e94af89b-Abstract.html,Deep Learning->Robustness,-14.5197,20.46262,19.584728
Revisiting Deep Learning Models for Tabular Data,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d86d83f925f2149e9edb0ac3b49229c-Abstract.html,Deep Learning->Algorithms,-8.408566,2.9420514,0.24760127
Distributed Estimation with Multiple Samples per User: Sharp Rates and Phase Transition,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d740bd0f36aaa312c8d504e28c42163-Abstract.html,"Optimization->Large Scale, Parallel and Distributed",28.739857,9.620524,22.051043
"Efficient First-Order Contextual Bandits: Prediction, Allocation, and Triangular Discrimination",https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d684c589d67031a627ad33d59db65e5-Abstract.html,Optimization->Optimization and Learning under Uncertainty,26.027567,-9.152206,5.5250893
Amortized Synthesis of Constrained Configurations Using a Differentiable Surrogate,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d38e6eab92b2aeb0a83b570188d5a1a-Abstract.html,Robotics,-11.249251,5.963061,-17.134735
Conflict-Averse Gradient Descent for Multi-task learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d27fdf2477ffbff837d73ef7ae23db9-Abstract.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",-1.5858746,-20.979187,18.049667
Convergence Rates of Stochastic Gradient Descent under Infinite Noise Variance,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9cdf26568d166bc6793ef8da5afa0846-Abstract.html,Learning Theory,28.052694,8.743143,1.8569632
SubTab: Subsetting Features of Tabular Data for Self-Supervised Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9c8661befae6dbcd08304dbf4dcaf0db-Abstract.html,Miscellaneous Aspects of Machine Learning->Representation Learning,-19.897707,-4.253758,22.751493
Federated Graph Classification over Non-IID Graphs,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9c6947bd95ae487c81d4e19d3ed8cd6f-Abstract.html,Graph Neural Networks,1.4593167,33.251133,-1.6427275
Robust Learning against Relational Adversaries,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6752ced903c3f0265108caa10933965f-Abstract-Conference.html,Deep Learning->Robustness,-17.16987,24.103758,6.6669846
Human-AI Collaborative Bayesian Optimisation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6751611b394a3464cea53eed91cf163c-Abstract-Conference.html,Probabilistic Methods->Bayesian Models and Methods,10.290626,-19.374468,21.069836
Ask4Help: Learning to Leverage an Expert for Embodied Tasks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/674ad201bc8fa74b3c9979230aa0c63b-Abstract-Conference.html,Robotics,-2.3973835,-34.48871,-6.842948
Conditional Independence Testing with Heteroskedastic Data and Applications to Causal Discovery,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6739d8df16b5bce3587ca5f18662a6aa-Abstract-Conference.html,Causality,6.467736,-3.9356568,-1.7025756
On Reinforcement Learning and Distribution Matching for Fine-Tuning Language Models with no Catastrophic Forgetting,https://proceedings.neurips.cc/paper_files/paper/2022/hash/67496dfa96afddab795530cc7c69b57a-Abstract-Conference.html,Reinforcement Learning->Batch Offline,-4.789144,-24.773474,-3.5848837
Beyond Not-Forgetting: Continual Learning with Backward Knowledge Transfer,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6728fcf94660c59c938319a6833a6073-Abstract-Conference.html,"Miscellaneous Aspects of Machine Learning->Transfer, Multitask and Meta-learning",-2.4732208,-16.515127,1.4559652
Inherently Explainable Reinforcement Learning in Natural Language,https://proceedings.neurips.cc/paper_files/paper/2022/hash/672e44a114a41d5f34b97459877c083d-Abstract-Conference.html,Language->Dialogue,-5.8817143,-31.373356,-4.7684436
ReFactor GNNs: Revisiting Factorisation-based Models from a Message-Passing Perspective,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66f7a3df255c47b2e72f30b310a7e44a-Abstract-Conference.html,Graph Neural Networks,-9.086294,30.027481,-1.6508182
Efficient Architecture Search for Diverse Tasks,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6724eae98f3917968d54c193ac0b45f1-Abstract-Conference.html,Deep Learning->Algorithms,-8.199582,11.950507,-25.68389
Normalizing Flows for Knockoff-free Controlled Feature Selection,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66f09010d989c83faeeac2617464b6a4-Abstract-Conference.html,Deep Learning->Algorithms,-7.849031,3.3205864,-3.4784489
Improved techniques for deterministic l2 robustness,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66c9de41210338c9581d5313125b7486-Abstract-Conference.html,Deep Learning->Robustness,-14.35345,17.38275,1.0218942
RAMBO-RL: Robust Adversarial Model-Based Offline Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6691c5e4a199b72dffd9c90acb63bcd6-Abstract-Conference.html,Reinforcement Learning->Batch Offline,11.139031,-25.252066,7.4180765
Learning NP-Hard Multi-Agent Assignment Planning using GNN: Inference on a Random Graph and Provable Auction-Fitted Q-learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66ad22a4a1d2e6fe6f6f6581fadeedbc-Abstract-Conference.html,Reinforcement Learning->Multi-agent,1.6091157,-25.068213,10.672067
On the Importance of Gradient Norm in PAC-Bayesian Bounds,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6686e3f2e31a0db5bf90ab1cc2272b72-Abstract-Conference.html,Learning Theory,16.976606,5.5374923,8.166372
No Free Lunch from Deep Learning in Neuroscience: A Case Study through Models of the Entorhinal-Hippocampal Circuit,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66808849a9f5d8e2d00dbdc844de6333-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-3.3094828,-8.507289,-18.018532
Training Subset Selection for Weak Supervision,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66720ca4e5a09ff83b55a117a6b2a86c-Abstract-Conference.html,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,-5.9663115,-5.235182,20.57161
Expansion and Shrinkage of Localization for Weakly-Supervised Semantic Segmentation,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66738d21d3cddb8717ca52deff5a5546-Abstract-Conference.html,Deep Learning->Attention Mechanisms,-24.15507,-6.098625,12.614041
$k$-Sliced Mutual Information: A Quantitative Study of Scalability with Dimension,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6662eaf34893d9827ddf60c29e9ad6af-Abstract-Conference.html,Theory->Everything Else,13.433029,12.6580715,14.998666
Robust Generalized Method of Moments: A Finite Sample Viewpoint,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66562bf632d45e83232437afaf2aa92b-Abstract-Conference.html,Deep Learning->Robustness,16.062252,15.9210615,1.354055
Cross-Linked Unified Embedding for cross-modality representation learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/662b1774ba8845fc1fa3d1fc0177ceeb-Abstract-Conference.html,Multimodal Models,-10.598614,-8.154653,-21.420898
What's the Harm? Sharp Bounds on the Fraction Negatively Affected by Treatment,https://proceedings.neurips.cc/paper_files/paper/2022/hash/666cccc6376058e251315b4de7e085b9-Abstract-Conference.html,Causality,10.218846,-9.572584,4.8555684
Bessel Equivariant Networks for Inversion of Transmission Effects in Multi-Mode Optical Fibres,https://proceedings.neurips.cc/paper_files/paper/2022/hash/666dd0d92a64396e753c691db93493d4-Abstract-Conference.html,Computer Vision,-25.182661,15.264379,-1.9813926
Learning Individualized Treatment Rules with Many Treatments: A Supervised Clustering Approach Using Adaptive Fusion,https://proceedings.neurips.cc/paper_files/paper/2022/hash/663865ea167425c6c562cb0b6bcf76c7-Abstract-Conference.html,Optimization->Non-Convex,6.026747,27.146944,-8.688007
AutoML Two-Sample Test,https://proceedings.neurips.cc/paper_files/paper/2022/hash/66247b78cb1aa7259dcf856a18c9e294-Abstract-Conference.html,Datasets and Benchmarks,5.451457,13.930139,-5.534992
Sequential Information Design: Learning to Persuade in the Dark,https://proceedings.neurips.cc/paper_files/paper/2022/hash/6604fbf7548524576c9ee2e30b0d5122-Abstract-Conference.html,Reinforcement Learning->Function Approximation,29.359241,-11.0253935,-8.624257
Muffliato: Peer-to-Peer Privacy Amplification for Decentralized Optimization and Averaging,https://proceedings.neurips.cc/paper_files/paper/2022/hash/65d32185f73cbf4535449a792c63926f-Abstract-Conference.html,Privacy,17.27981,30.596928,14.423622
Mining Multi-Label Samples from Single Positive Labels,https://proceedings.neurips.cc/paper_files/paper/2022/hash/65f54fdf62cd5614dc5715ae7ece4ef6-Abstract-Conference.html,Generative Models,-21.071857,3.2974098,-17.23131
Efficiency Ordering of Stochastic Gradient Descent,https://proceedings.neurips.cc/paper_files/paper/2022/hash/65ccdfe02045fa0b823c5fa7ffd56b66-Abstract-Conference.html,Probabilistic Methods->Monte Carlo and Sampling Methods,10.73253,5.457859,8.101229
Plan To Predict: Learning an Uncertainty-Foreseeing Model For Model-Based Reinforcement Learning,https://proceedings.neurips.cc/paper_files/paper/2022/hash/65beb73449888fabcf601b3a3ef4b3a7-Abstract-Conference.html,Reinforcement Learning->Planning,9.516605,-21.871513,3.5278132
